year	Primary_Occupations	Main_income	Main_Ocupation	Member_ALCS	Member_ALCS_year	Member_Society	Member_Society_year	Member_WGGB	Member_WGGB_year	Member_NUJ	Member_NUJ_year	Member_ALLi	Member_ALLi_year	Member_Other	Member_Other_year	Starting_Year	Importance_Books	Importance_Newspapers	Importance_Magazines	Importance_Theatre	Importance_Audio	Importance_Digital	Importance_Other	Importance_Other_Name	Books_Fiction	Books_Travel	Books_Nonfiction	Books_Academic	Books_Professional	Books_Children	Books_NonfictionChildren	Books_Educational	Books_Games	Audio_Film	Audio_FilmDocu	Audio_TVDrama	Audio_TVDocu	Audio_Children	Audio_TVComedy	Audio_TVSoap	Audio_RadioFiction	Audio_RadioNonFiction	Audiovisuals	Broadcasting	Downloading	Online	Rental	hh_income_2021	indiv_income_2021	writing_income_2021	Earn_Publishers	Earn_SelfPublication	Earn_PublicLending	Earn_ALCS	Earn_Awards	Earn_Grants	Earn_Fellowship	Earn_Teaching	Earn_Lectures	Earn_Crowfunding	Earn_Journalist	Earn_ComResearch	Earn_Copywriter	Earn_BookEdit	Earn_Academic	Earn_Translation	Earn_Others	hh_income_2020	indiv_income_2020	writing_income_2020	Covid_Impact_Earnings	Covid_Impact_Earnings_Info	Covid_Impact_Profession	Covid_Impact_Profession_Info	agent	legal_advise	legal_advise_whom	Copyright_confidence	cowriter	Copyright_concerns	Copyright_understand	Changed_contract	Change_contract_attempt	Changed_contract_Negotiations	Negotiation_fee	Negotiation_royalty	Negotiation_licence	Negotiation_attribution	Negotiation_integrity	Negotiation_warranties	Negotiation_reversion	Negotiation_other	self_publishing	self_publishing_types	self_publishing_comments	self_publishing_paid	buyout	buyout_percentage	buyout_percentage_change	reverse_clause	reverse_clause_use	reverse_clause_furtherearnings	advance	advance_change	royalty_paid	royalty_rate_hardback	royalty_rate_paperback	royalty_rate_ebooks	royalty_ebook	royalty_ebook_change	moral_rights	moral_rights_percent	moral_rights_dispute	moral_rights_dispute_grounds	MR_dispute_grounds_addition	Contractual_changes	Contract_clauses	Negotiation_perception	gender	age_group	ethnicity	housesize	edu	Training	country	PostCode	international	Issues_Survey	previous_surveys	Prize_draw	hh_income_2018	indiv_income_2018	writing_income_2018
2018	1	0	Author	1	2013	0	.	0	.	1	2011	0	.	0	.	1985	6	1	1	3	4	1			1	100	4	100	100	2	100	6	100	100	100	7	100	3	100	7	1	100	1	2	2	2	2																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Academic	1	1985	0	.	0	.	0	.	0	.	0	.	1981	1	100	100	100	100	100			100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Teacher	1	2018	0	.	0	.	0	.	0	.	0	.	2007	6	100	100	100	100	100			100	100	100	100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	40000								0	Never		Less confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0			0	0		1	No change	Percentage of net receipts					They have gone up	No		0						Female	45-54	White	2	Degree	1	E		0				90000	40000	0
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Academic	1	2015	0	.	0	.	0	.	0	.	0	.	1998	1	100	2	100	100	100			100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																												0	Never		Very confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	1	0%		0	0		1		Percentage of net receipts	0-19%	0-19%		Percentage of net receipts		Yes		0					Weakened	Male	45-54	White	4	PhD	1	Other		1						
2018	1	0	Author	1	1990	0	.	0	.	0	.	0	.	0	.	1984	1	100	100	2	3	100			100	100	100	100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				2000																								0	Never		Less confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	1	10-39%	Decreased	0	0	0	0		Other	0-19%	0-19%		Percentage of net receipts	They have gone up	No	0%	0			I have doing more on royalty basis	No	Not changed	Male	55-64	White	1	PhD	1	E		0				20000	20000	8000
2018	1	1	Author	0	.	0	.	0	.	0	.	0	.	0	.	1996	1	6	6	6	5	5			1	100	8	100	100	100	100	100	100	7	100	9	9	100	100	100	100	9	1	4	100	100	100				54000		4000	2000	10000				3000																1	Yes, sometimes	Agent	No confidence	1	Yes	1	1		Pricing for back end and promotional budget	0	0	1	0	0	0	0	1	0			0	0			0	1	0	1	Substantially increased	Other					They have gone up	Yes	0%	0					Not changed	Female	45-54	White	3	PhD	1	S		0		2		150000	75000	75000
2018	1	0	Author	1	2015	0	.	0	.	0	.	0	.	0	.	2012	1	100	100	100	100	3			100	100	100	100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				320000			2000										10000											0	Yes, sometimes	Lawyer	Moderately confident	1	Don't know	1	1		negotiated to maintain original royalty for 2e	0	1	0	0	0	0	0	0	0			0	0			0	0		1	Slightly increased	Percentage of net receipts		0-19%		Percentage of net receipts	They have gone up	Yes		0			no changes beyond replacing royalties with fees	non-compete clauses	Improved	Male	45-54	White	2	Masters	1	W		0				350000	350000	320000
2018	1	0	Author	1	2010	0	.	0	.	1	1994	0	.	0	.	1992	2	3	4	100	100	1			100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	0	.	0	.	0	.	0	.	0	.	0	.	2003	1	100	100	100	100	100			100	100	1	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0								0	Yes, sometimes	Friends	Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	1	Electronic publication	No costs. Blog posts on a technical and academic (scholarly) issue but not ideal for journal publication.	0	1	0%	Decreased	1	0		0		Percentage of net receipts		0-19%				Yes		0					Improved	Male	45-54	White	4	PhD	1	S		0				45000	0	0
2018	0		Academic	1	2001	0	.	0	.	0	.	0	.	0	.	1998	6	100	100	100	100	100			100	100	100	3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Author	0	.	0	.	0	.	0	.	0	.	0	.	1999	3	100	100	100	100	5			100	100	6	1	2	100	100	100	100	8	100	100	100	100	100	100	100	100	1	100	100	4	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Author	1	2011	0	.	0	.	0	.	0	.	0	.	2004	1	100	2	100	100	3			100	100	100	2	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Journalist	1	2001	0	.	0	.	1	2004	0	.	1	2016	2000	100	6	2	100	100	1		Consultancy for report writing commercial writing	100	100	2	3	1	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Author	1	2017	0	.	0	.	0	.	0	.	0	.	2017	2	100	1	100	100	100			100	100	100	2	100	3	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				65	0	0	0	0	1000	0	0	0		0	0	0	0	0	0	0								0	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	1	Traditional publication	very hard work extrmely hard to sell. I Would not do it again	0	0			1	0		0		Other		0-19%		Other	They have gone up	Yes		0					Not changed	Female	45-54	White	4	Masters	1	E		0				35000	17000	1590
2018	0		Author	0	.	0	.	0	.	0	.	0	.	0	.	2014	2	100	100	100	100	1			1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	2004	0	.	0	.	0	.	0	.	0	.	1998	1	100	100	4	3	2			1	100	2	100	100	3	100	100	100	2	100	1	100	100	100	100	3	100	1	1	3	2	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Academic	1	2015	0	.	0	.	0	.	0	.	0	.	2004	1	100	100	100	100	100		Academic Journal Articles	100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				0	0	0	77	0	0	0	0	0		0	0	0	350	0	0	0								0	Never		Less confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0			1	0	0	1		Percentage of net receipts	0-19%	0-19%				Yes					none		Not changed	Male	45-54	White	2	PhD	1	E		0				50000	50000	0
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	2005	0	.	0	.	1	1978	0	.	1	2005	1978	2	3	4	100	100	1		I do training work occasionally.	1	100	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	1	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Journalist	1	1999	0	.	0	.	0	.	0	.	0	.	1989	6	100	100	100	100	1			100	4	1	9	5	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100						120	200							50000					10000									0	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0		Increased	0	0	0	1	Substantially increased							Yes		0					Not changed	Male	55-64	White	4	Masters	1	Other		1				85000	50000	5000
2018	1	0	Author	1	2015	0	.	0	.	0	.	0	.	0	.	2016	1	100	100	100	1	100			100	100	100	100	100	100	100	100	100	1	100	100	100	100	100	100	100	100	1	100	100	100	100				100	100		100																					0	Never		No confidence	0	No	1	0			0	0	0	0	0	0	0	0	0			0	1	0%	Increased	0	0	1	0	No change	Percentage of net receipts						Yes	0%	0					Weakened	Male	45-54	White	5 or more	Masters	1	E		0				30000	0	0
2018	0		Academic	1	2014	1	2018	0	.	0	.	0	.	0	.	2015	100	100	100	100	100	100			100	100	100	9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100							300					200						67500										0	Yes, as a matter of course	Professional body/union	Less confident	0	Don't know		0			0	0	0	0	0	0	0	0	1	Electronic publication		0	0			0	0		0		Percentage of net receipts	0-19%	0-19%		Percentage of net receipts		No		0					Not changed	Male	35-44	White	3	PhD	1	E		0				110000	67500	500
2018	0		Author/illustrator	1	2016	0	.	0	.	0	.	0	.	0	.	1998	1	100	100	100	100	100			100	100	100	1	2	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				400			100													70000																		0	0	0	0	0	0	0	0																																			0				130000	70000	500
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Academic	1	2013	0	.	0	.	0	.	0	.	0	.	2001	1	100	100	100	6	2			100	100	100	1	100	100	100	9	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				21879	0	0	131	0	0	0	0	0						45284										0	Never		Less confident	0	No	0	0			0	0	0	0	0	0	0	0	0				0			0	0		1	Substantially increased	Percentage of net receipts					They have gone up	No		0					Not changed	Male	75-84	Other	2	PhD	1	E		0				87000	87000	22011
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Teacher	1	2017	0	.	0	.	0	.	0	.	0	.	2012	100	100	100	100	100	6			100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0								0	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	1	0%	Increased	1	0		0								No								Male	35-44	Mixed	2	Masters	1	E		0				60000	30000	0
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Poet	1	1990	1	1985	0	.	0	.	0	.	0	.	1968	3	100	2	100	1	100			100	100	2	100	100	100	100	1	100	100	100	100	100	100	100	100	100	1	1	1	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Academic	0	.	0	.	0	.	0	.	0	.	0	.	1993	3	100	1	100	100	2			100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				100			300											64000										0	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	1	0%	Decreased	0	0		1	Substantially increased	Other	0-19%	0-19%		Other	They have gone up	Yes		1	Attribution	refused to sign until satisfied with terms	none	no	Not changed	Male	65-74	White	2	Masters	1	E		0				72000	64000	400
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Other	0	.	0	.	0	.	0	.	0	.	0	.		100	100	100	6	6	100																																																															0	0	0	0	0	0	0	0																																			0						
2018	0		No longer writing (retired)	0	.	0	.	0	.	0	.	0	.	0	.	1987	1	100	100	100	100	100			100	100	100	1	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				250														250										0	Never		Less confident	0	Don't know		0			0	0	0	0	0	0	0	0	0			0	0	0%	Increased	1	0	0	0	No change	Percentage of net receipts		80-100%				Yes	0%	0					Not changed	Male	65-74	White	2	Degree	1	E		0				30000	25000	250
2018	1	1	Author	1	2014	0	.	0	.	0	.	0	.	0	.	2015	4	100	100	100	100	100			100	100	4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Author	1	1998	0	.	0	.	0	.	0	.	0	.	1997	4	100	100	100	100	100			100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100							200																					0	Never		Moderately confident		Don't know					0	0	0	0	0	0	0	0	0																										Male	65-74	White	2	Masters	1	E		0				35000	30000	200
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	2000	0	.	0	.	0	.	0	.	0	.	1987	1	5	2	100	6	6			1	8	5	100	100	100	100	100	100	1	100	100	100	100	100	100	100	100	1	100	100	100	100				25000		2500	500							20000														1	Never		Less confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0			0	0	0	1	Substantially increased	Other	0-19%	0-19%		Percentage of net receipts	They have gone up	Yes		0			Decrease in advances	No	Improved	Male	65-74	White	4	Masters	1	E		0				80000	30000	50000
2018	1	0	Academic	1	2008	0	.	0	.	0	.	0	.	0	.	2011	6	100	100	100	100	100		Academic article chapter in academic book	100	100	100	7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				35			200											235										0	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0			0			0						Other	They have gone up	No								Female	35-44	White	4	PhD	1	E		0				80000	35000	
2018	1	0	Academic	0	.	0	.	0	.	0	.	0	.	0	.	1982	1	100	6	100	100	3			100	100	100	1	5	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				2750			250					250																0	Never		Moderately confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0			0			1	Substantially increased	Other	0-19%	0-19%			They have gone up	Yes		0					Improved	Female	55-64	White	2	PhD	1	E		0				38000	30000	30
2018	0		Other	0	.	0	.	0	.	0	.	0	.	0	.	1976	100	100	100	100	100	100			100	100	100	100	9	100	100	9	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Author	0	.	1	2012	0	.	0	.	0	.	0	.	2012	1	2	100	100	100	3			100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				0	0	50	0	0	0	0	0	0		200	0	0	0	0	0	0								0	Never		No confidence	0	Don't know	1	0			0	0	0	0	0	0	0	0	0				0	90-100%	Increased	0	0		1	Substantially decreased	Percentage of net receipts	0-19%			Percentage of net receipts	They have gone up	Yes					none		Not changed	Male	65-74	White	2	Degree	1	E		0				25000	10000	50
2018	1	0	Author	1	1998	1	1998	0	.	0	.	0	.	0	.	2000	100	100	100	100	100	100			9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																												0			Very confident	0	Don't know		0			0	0	0	0	0	0	0	0	0			0	0			1	0	0	1	No change	Other				Other	They have gone up	No		0					Not changed	Male	55-64	Black	4	Masters	1	S		0				30000	29000	1000
2018	0		Teacher	1	2010	0	.	0	.	0	.	0	.	0	.	2007	1	100	100	100	100	100			100	100	100	100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Playwright	1	2005	0	.	1	2010	0	.	0	.	0	.	1995	100	100	100	2	1	100			100	100	100	100	100	100	100	100	100	3	100	2	100	100	100	100	1	100	1	1	100	100	100							500			19000																		1	Never		Very confident	1	Don't know	0	1		My agent has done this on my behalf for fees increase	1	0	1	0	0	0	0	0	0			0	0						1								Don't know	1-9%	0			Introduction of service contracts in educational and science drama		Not changed	Female	45-54	White	3	Degree	1	E		0				30000	30000	30000
2018	1	0	Author	1	2012	0	.	0	.	0	.	0	.	0	.	2013	4	100	6	100	100	100			100	100	100	100	100	100	100	100	100	8	100	100	100	100	100	100	100	100	1	100	100	100	100				0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0								0	Never		Less confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0			1	0	0	0		Percentage of net receipts	20-39%	20-39%		Percentage of net receipts	They have gone up	Yes		0					Not changed	Female	45-54	Black	1	Degree	1	E		0				0	0	0
2018	0		Academic	1	2014	0	.	0	.	0	.	0	.	0	.	2014	2	100	1	100	100	100			100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				450			1600											72000										0	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0			1	0	0	0		Percentage of net receipts						Yes		0					Not changed	Male	35-44	White	3	PhD	1	E		0				95000	72000	16400
2018	0		Author	1	2005	0	.	0	.	0	.	0	.	1	2005	2003	1	100	3	100	100	5			100	100	100	5	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Author	1	2003	1	2005	0	.	0	.	0	.	0	.	2002	1	2	3	100	4	6			1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	6	100	1	100	100	100	100				60000	0	1200	800	0	0	0	30000	2000						30000										1	Yes, as a matter of course	Agent	Very confident		Don't know					0	0	0	0	0	0	0	0	0			0							1	Substantially decreased							No							Weakened	Female	55-64	White	2	PhD	1	E		0				125000	100000	70000
2018	1	0	Academic	1	2010	0	.	0	.	0	.	0	.	0	.	2011	1	100	100	100	100	2			100	100	2	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				1000								1000						1000										0	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	1	10-39%	Increased	0	0	0	1	No change	Other	0-19%	0-19%		Other	They have gone up	Yes		0			Fewer advances offered	No	Not changed	Female	45-54	White	4	PhD	1	E		0				100000	10000	2000
2018	1	1	Scriptwriter	1	2007	0	.	0	.	0	.	0	.	0	.	1991	100	100	100	2	1	100			100	100	100	100	100	100	100	100	100	1	100	2	4	100	3	100	5	100	1	1	4	100	100				1000			150																					0	Never		Less confident	1	Yes	0	1		my own ideas	1	0	1	0	0	0	1	0	0				0			0	1	1	1	No change	Percentage of net receipts						Yes		0			less money more work	fees and rights.  Some clauses contradict each other.	Improved	Male	45-54	White	4	Secondary school	1	N		0				30000	30000	30000
2018	1	0	Journalist	1	1999	0	.	0	.	1	1998	0	.	0	.		4	3	2	100	100	1		content marketing branded content																																																													0	0	0	0	0	0	0	0																																			0						
2018	1	0	Scriptwriter	1	2009	0	.	0	.	0	.	0	.	1	1987	1985	2	100	100	6	1	100			4	100	2	100	100	1	3	100	100	100	3	100	2	1	100	100	100	100	1	1	100	2	100				35975			719				21585																	1	Yes, as a matter of course	Agent	Very confident	1	Don't know	0	1		more money	1	0	0	0	0	0	0	0																																			0				133000	100000	33000
2018	1	0	Author	1	2012	1	2018	0	.	0	.	0	.	0	.	2010	1	6	6	100	100	100			1	100	100	9	100	100	100	100	100	9	100	100	100	100	100	100	100	100	1	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Academic	1	2017	0	.	0	.	0	.	0	.	0	.	1990	1	4	4	100	100	4			100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				100	0	100	100	0	0	0	0	0		175	0	0	0	0	0	0								0	Never		Less confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0	0%	Increased	0	0	0	1	No change	Other	0-19%	0-19%				Yes		0					Improved	Female	55-64	White	2	PhD	1	E		0				160000	29000	475
